what,kind,bundleId,bundleVersion,description,time
os,sysinfo,,,"win32",1583505899012
arch,sysinfo,,,"x86",1583505899012
ws,sysinfo,,,"win32",1583505899012
locale,sysinfo,,,"en_IN",1583505899012
processors,sysinfo,,,"4",1583505899012
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1583505899012
java.runtime.version,sysinfo,,,"1.8.0_231-b11",1583505899012
java.specification.name,sysinfo,,,"Java Platform API Specification",1583505899012
java.specification.vendor,sysinfo,,,"Oracle Corporation",1583505899012
java.specification.version,sysinfo,,,"1.8",1583505899012
java.vendor,sysinfo,,,"Oracle Corporation",1583505899012
java.version,sysinfo,,,"1.8.0_231",1583505899012
java.vm.info,sysinfo,,,"mixed mode",1583505899012
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1583505899012
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1583505899012
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1583505899012
java.vm.specification.version,sysinfo,,,"1.8",1583505899012
java.vm.vendor,sysinfo,,,"Oracle Corporation",1583505899012
java.vm.version,sysinfo,,,"25.231-b11",1583505899012
started,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1583505899125
started,bundle,org.eclipse.wb.discovery.ui,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.ui",1583505899209
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1583505900148
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1583505900715
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1583505937088
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1583506004990
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1583506005104
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1583506013005
started,bundle,org.eclipse.jdt.debug,3.7.0.v20110509,"org.eclipse.jdt.debug",1583506013289
started,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1583506013342
started,bundle,org.eclipse.m2e.launching,1.0.0.20110607-2117,"org.eclipse.m2e.launching",1583506013599
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1583506018060
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1583506065162
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1583506067134
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1583506067394
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1583506067998
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.0.20110607-2117,"org.eclipse.m2e.logback.configuration",1583506068476
stopped,bundle,org.eclipse.m2e.discovery,1.0.0.20110607-2117,"org.eclipse.m2e.discovery",1583506068500
stopped,bundle,org.eclipse.m2e.refactoring,1.0.0.20110607-2117,"org.eclipse.m2e.refactoring",1583506068514
stopped,bundle,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor",1583506068528
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.0.20110607-2117,"org.eclipse.m2e.editor.xml",1583506068543
